Name,School,Score
Geno Smith,West Virginia,2.650286176
Colby Cameron,Louisiana Tech,2.610056822
Jordan Lynch,Northern Illinois,2.595039709
Johnny Manziel,Texas A&amp;M,2.555796517
Ryan Aplin,Arkansas State,2.506630944
A.J. McCarron,Alabama,2.42390538
Tino Sunseri,Pitt,2.340860206
Derek Carr,Fresno State,2.100391224
Matt McGloin,Penn State,1.865483962
Marcus Mariota,Oregon,1.811404371
Collin Klein,Kansas State,1.803396595
Eric Soza,UTSA,1.803394286
J.W. Walsh,Oklahoma State,1.789915858
David Fales,San Jose State,1.783484588
Tyler Tettleton,Ohio,1.744893031
Brett Smith,Wyoming,1.709242374
Jake Medlock,Florida International,1.667103331
Blake Bortles,UCF,1.60398445
Teddy Bridgewater,Louisville,1.518554778
Bryn Renner,North Carolina,1.479372277
Casey Pachall,Texas Christian,1.473807853
Chuckie Keeton,Utah State,1.429960011
Taylor McHargue,Rice,1.381184435
Jacob Karam,Memphis,1.331669477
Brendon Kay,Cincinnati,1.319389218
Braxton Miller,Ohio State,1.281498619
Aaron Murray,Georgia,1.204369055
Jonathan Perry,UAB,1.180617201
Cody Fajardo,Nevada,1.153315422
Brett Hundley,UCLA,1.135990851
Rakeem Cato,Marshall,1.120069776
Shaun Rutherford,Texas State,1.116759609
Jordan Rodgers,Vanderbilt,1.11262749
Graham Wilbert,Florida Atlantic,1.097975462
Stephen Morris,Miami (FL),1.077808475
Tajh Boyd,Clemson,1.070618141
Nick Florence,Baylor,1.058666484
Deon Anthony,Troy,1.050128195
Terrance Broadway,Louisiana,0.9582945853
Cody Vaz,Oregon State,0.9549492297
Logan Kilgore,Middle Tennessee State,0.9500477792
Taylor Kelly,Arizona State,0.9192881233
Joe Southwick,Boise State,0.9177965728
Landry Jones,Oklahoma,0.9012135278
Everett Golson,Notre Dame,0.8847519744
Shane Carden,East Carolina,0.8629136973
Kevin Hogan,Stanford,0.8506613927
Nate Sudfeld,Indiana,0.8366355548
E.J. Manuel,Florida State,0.7997065389
Ryan Katz,San Diego State,0.7989557512
Kolton Browning,Louisiana-Monroe,0.7887467884
Dylan Thompson,South Carolina,0.7688069365
Ryan Nassib,Syracuse,0.7367713946
Robert Marve,Purdue,0.7317039129
David Ash,Texas,0.7270252541
Devin Gardner,Michigan,0.6621612407
James Lark,Brigham Young,0.6303731576
Jeff Driskel,Florida,0.6169796225
Joel Stave,Wisconsin,0.596876756
Terrance Owens,Toledo,0.5536208553
Ryan Radcliff,Central Michigan,0.5450594254
Trevor Siemian,Northwestern,0.5319205586
Connor Shaw,South Carolina,0.5283466886
Zach Mettenberger,LSU,0.4417382921
Danny O'Brien,Wisconsin,0.430624224
Corey Robinson,Troy,0.4087285614
B.R. Holbrook,New Mexico,0.4042531241
Keith Wenning,Ball State,0.4029019826
Jon Hays,Utah,0.3932847019
Sean Renfree,Duke,0.3120807909
Tyler Bray,Tennessee,0.3008309092
Clint Chelf,Oklahoma State,0.2934711931
Garrett Grayson,Colorado State,0.2890127001
Maxwell Smith,Kentucky,0.2873934437
Joe Licata,Buffalo,0.2571043929
Phillip Sims,Virginia,0.2486311983
Jalen Whitlow,Kentucky,0.208343796
Taylor Martinez,Nebraska,0.2027460557
Curt Phillips,Wisconsin,0.1251407192
Tyler Russell,Mississippi State,0.1243639615
Tanner Price,Wake Forest,0.07124165696
Zac Dysert,Miami (OH),0.03406033704
Seth Doege,Texas Tech,-0.01470878091
Anthony Boone,Duke,-0.04090453805
Travis Wilson,Utah,-0.09026577218
Shawn Petty,Maryland,-0.1284545847
Reilly O'Toole,Illinois,-0.1600412555
Austin Dantin,Toledo,-0.160997083
Chris Coyer,Temple,-0.1735088023
Matt Scott,Arizona,-0.1735571478
Jeff Tuel,Washington State,-0.183603357
James Vandenberg,Iowa,-0.1906424028
Kawaun Jakes,Western Kentucky,-0.2194926753
Ryan Griffin,Tulane,-0.2447925452
Cody Wells,Louisiana-Monroe,-0.2495664885
James Franklin,Missouri,-0.2815282838
Josh Nunes,Stanford,-0.3057533828
Tyler Wilson,Arkansas,-0.3360694141
Andrew Maxwell,Michigan State,-0.3384140738
Conner Smith,Colorado State,-0.4310862925
Crawford Jones,Houston,-0.4553478008
Matt Barkley,USC,-0.4576077862
Cameron Coffman,Indiana,-0.4646796879
Max Shortell,Minnesota,-0.4806153439
Perry Hills,Maryland,-0.4928120769
B.J. Daniels,South Florida,-0.520788352
Andrew Manley,New Mexico State,-0.5210670726
Zach Maynard,California,-0.5362039528
Anthony Alford,Southern Mississippi,-0.5640350826
Cody Green,Tulsa,-0.5762074552
Tyler Benz,Eastern Michigan,-0.6085240898
Jared Barnett,Iowa State,-0.6407478315
C.J. Bennett,South Alabama,-0.6524943669
Trevone Boykin,Texas Christian,-0.6715389433
Munchie Legaux,Cincinnati,-0.6751148228
Wes Lunt,Oklahoma State,-0.6875244529
Spencer Keith,Kent State,-0.6927198235
David Piland,Houston,-0.6983229832
Michael Rocco,Virginia,-0.7420605767
Alex Zordich,Buffalo,-0.7859275021
Austin Brown,UAB,-0.8062021199
Nathan Scheelhaase,Illinois,-0.8330314208
Keith Price,Washington,-0.8909125275
Jordan Webb,Colorado,-0.8997146315
Caleb Terbush,Purdue,-0.9301406024
Mike Glennon,North Carolina State,-0.9349160484
Nick Lamaison,UTEP,-0.9402589095
Chase Rettig,Boston College,-0.9416237941
Adam Dingwell,San Diego State,-0.951949439
Tyler Van Tubbergen,Western Michigan,-0.9825454232
M.J. McPeek,Colorado State,-1.005688568
Alex Carder,Western Michigan,-1.010128529
Matt Schilz,Bowling Green State,-1.010278704
Sean Mannion,Oregon State,-1.021289578
Logan Bushnell,Idaho,-1.033614405
Michael Cummings,Kansas,-1.057561936
Dalton Williams,Akron,-1.083908084
Corbin Berkstresser,Missouri,-1.0855082
Bo Wallace,Ole Miss,-1.162790804
Garrett Gilbert,SMU,-1.207035768
Mike Wegzyn,Massachusetts,-1.279427782
Logan Thomas,Virginia Tech,-1.337089557
Ross Metheny,South Alabama,-1.349433238
Matt Floyd,South Florida,-1.360034819
Derek Thompson,North Texas,-1.423645065
Steele Jantz,Iowa State,-1.540105859
Philip Nelson,Minnesota,-1.543596266
Dayne Crist,Kansas,-1.564678741
Riley Nelson,Brigham Young,-1.578141373
Nick Hirschman,Colorado,-1.641760526
Sean Schroeder,Hawaii,-1.681676006
Gary Nova,Rutgers,-1.704250641
Alex Gillett,Eastern Michigan,-1.723157422
D.J. Ponder,Tulane,-1.746409278
Connor Halliday,Washington State,-1.788061855
Kiehl Frazier,Auburn,-1.826199842
Dominique Blackman,Idaho,-1.907948872
Chandler Whitmer,Connecticut,-2.072209038
A.J. Doyle,Massachusetts,-2.28296223
Nick Sherry,UNLV,-2.355217727